id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
258093,Myna,Romance-Drama-Crime,kn,,0.963,,22-02-2013,0,0,0,Released,,3.3,3,Chethan Kumar-Nithya Menen-R. Sarathkumar-Suman Ranganathan-Arun Sagar-Tabla Nani-Jai Jagadish-Sadhu Kokila-Bullet Prakash-Sumithra-Malavika Avinash-Ajay-Raju Talikote-Ravi Varma,,,,
637946,The Past,Drama-Horror,hi,The movie chronicles the life of Simran a young and upcoming novelist who one day receives a call from Yuvraj an owner of a publishing house. He asks Simran to write a book on a plot idea he has for which she along with her younger sister Alia goes to their Lonavala bungalow. The arrival of the sisters triggers the onset of some deep dark secrets of the past.,0.962,,11-05-2018,0,0,120,Released,,1,1,Sonia Albizuri-Vedita Pratap Singh-Rajesh Sharma-Samiksha Bhatt-Yuvraj Parashar,,/kxlx1LCAYbxM1V0BrtTT9Esohwz.jpg,/gv4AOw1T9eL1A8RskAuTpkyBlxt.jpg,
568030,Little Singham aur Kaal ka Mahajaal,Family-Comedy-Action-Animation,hi,When Kaal the vilest demon on earth threatens to destroy his village child cop Little Singham must use his strength and smarts to fight back.,0.96,,02-06-2018,0,0,68,Released,,0,0,,superhero,/wYnZGq2E84vciNHGrynDbDEa9D0.jpg,/cJY2NRjqEHOI1lVGSNVTyEPXKYV.jpg,
411601,Srirastu Subhamastu,,te,Sirish belongs to a well to do family which is headed by Prakash Raj. Things in his family get disturbed when Srirish’s brother loves and marries a middle class girl against his father’s will. In this crunch situation Sirish falls in love with a yet another middle class girl called Anu(Lavanya) and reveals about this to his father. An upset Prakash Raj gives him a piece of his advice and asks him to back off from the relationship. An adamant Sirish challenges his father that he will win his love by not using his family name. In this process he woos Anu and right when the time things start getting positive Anu’s father arranges her marriage with some one else.Rest of the story is as to how Sirish manages to convince both Anu’s parents and his and finally comes out victorious.,0.959,Geetha Arts,05-08-2016,0,0,138,Released,,3.5,2,Allu Sirish-Lavanya Tripathi-Prakash Raj-Rao Ramesh-Tanikella Bharani-Sumalatha-Ravi Prakash-Hamsa Nandini-Pragathi Mahavadi-Ali Basha,,/axZdNdOMuebewk7uapEgqYvfaKX.jpg,,
502883,Dhrushti,Romance-Crime-Thriller,te,A photographer's life who is  temporarily wheelchair driven goes into deep trouble once he  witnesses a murder through his camera.,0.959,M Square,25-07-2019,0,0,116,Released,,0,0,Rahul Ravindran-Pavani Gangireddy-Vennela Kishore-Satya Prakash-Pramodini Pammi-Ravi Varma,photographic evidence,/1y3iVnvrPA2Nm8mOZLv57u389rw.jpg,/vXp0NFvM8s84VdbI3aRfLajBJVe.jpg,
279449,Gopala Gopala,Comedy-Romance-Fantasy,te,Gopala Rao an atheist finds himself in the midst of crises. When Govinda Hari enters his home Rao's life changes in miraculous ways.,0.958,Suresh Productions-Northstar Entertainment,10-01-2015,500,100,153,Released,,5.4,9,Pawan Kalyan-Venkatesh-Shriya Saran-Mithun Chakraborty-Posani Krishna Murali-Diksha Panth-Ashish Vidhyarthi-Krishnudu-Raghu Babu-Vennela Kishore-Madhu Shalini-Anisha Ambrose-Rallapalli Narasimha-Prudhviraj-Narra Srinu-Murali Sharma,,/yDPXdJIuMQNo1kzdWyQUjKzxl4i.jpg,/94hvd5AdUPAlkPq37BoYFf9l8jQ.jpg,
758211,Aana,Fantasy-Horror,kn,India's First Female Superhero Movie,0.958,,29-10-2021,0,0,114,Released,Witness The Rise,0,0,Aditi Prabhudeva,superhero-female superhero,/9UX6OnjCDuiPRJDPjH48FVfXxq5.jpg,/6K9MlGojUUWNsR1jcTmQL6typIf.jpg,
370236,Kaun Kitney Paani Mein,Drama-Comedy-Family,hi,The film wryly expresses the changes in hierarchy caste and the power equation when water the most important resource vanishes and how the oppressed become the oppressors.,0.958,,28-08-2015,0,0,0,Released,"When there's no water, you have to play dirty.",5.7,3,Kunal Kapoor-Radhika Apte-Saurabh Shukla-Gulshan Grover-Ekavali Khanna-Robin Das-Anubha Saurya,,/bxDK3u6eQvrKl4vf4mSvYjickjM.jpg,,
586119,Ammachi Yemba Nenapu,,kn,Based on three short stories by the celebrated Kannada writer Kendra Sahitya Academy awardee Dr. Vaidehi. With dialogue in the characteristic regional dialect of coastal Karnataka. Woman’s eternal striving for identity in a patriarchal society is told through the story of a young woman resisting being married off an older woman gone mad after her husband left her and an older woman being indebted to a family who's matriarch took her in when she was left by her husband at a young age.,0.957,Apron Productions,02-11-2018,0,0,132,Released,,7,3,Vyjayanthi Adiga-Diya Palakkal-Raj B Shetty,,/yjcwIpdl368fqhfhagov3MYnvEq.jpg,,
307370,Green Signal,,te,Telugu film from director Vijay Maddhala.,0.957,,30-05-2014,0,0,,Released,,0,0,Revanth-Manas-Gopal Sai-Ashutosh-Shilpi Sharma-Anandhi-Manali Rathod-Dimple Chopade-Chammak Chandra-Raja Sreedhar-Nyra Banerjee-Shravya-Kiran Yadav-Lavanya Yadav,,/age8NEPl9MwhHgnXTu43SnjJ53r.jpg,,
463617,Mummy Save Me,Thriller-Horror,kn,A pregnant widow moves into a seaside villa along with her daughter mother and sister. Strange incidents happen in the house which scare them. Will they be able to tackle this mess?,0.956,Horizon Studio-KRK Productions,02-12-2016,0,0,134,Released,,4,3,Priyanka Upendra-Yuvina Parthavi-Madhusudhan Rao-Aishwarya Shindogi-Vatsala Mohan,supernatural,/ornd35alWm1zF2bVJMZTpoNg9R3.jpg,/x0mem9vZ8NOXRNCe8idP3d6uMpX.jpg,
961945,BirdBox,Animation,hi,Using recycled Pandemic Parcel cardboard boxes as the primary material to make the models to depict traditional stop-motion animation equipment and methods.,0.956,,16-06-2022,0,0,1,Released,,0,0,,,/igLkY1jRQPIwNaNtulNRocG948J.jpg,,
732717,Everything is fine,Drama,hi,"'Everything is fine' is a powerful short by #MansiNiraJain that will make you pause and ask your mother ""How are you?” and truly listen to her reply like you have never listened before.",0.955,Royal Stag Large Short Films,10-05-2020,0,0,18,Released,,6.7,3,Palomi Ghosh-Seema Pahwa,,/78U6QvHjjTi0sjFALGgIyFTV2M7.jpg,,
413437,Tiger,Thriller-Action-Romance,te,Tiger an aggressive young man can do just about anything for his best friend Vishnu. When Vishnu falls in love with Ganga the lives of the lovers are in danger. Will Tiger be able to save them?,0.955,NVR Cinema,26-06-2015,0,0,135,Released,,2,1,Sundeep Kishan-Rahul Ravindran-Seerat Kapoor-Tanikella Bharani-Nagendra Babu-Praveen-Venu Tillu-Fish Venkat-Raghu Karumanchi-Saandip-Y. Kasi Viswanath-Thagubothu Ramesh-Saptagiri,,/q1T19SLrJM5e5yPPnXjmRMzP3mx.jpg,/iOmQ9WL0qhyg8hCnI5kx0X2FZiV.jpg,
282595,Bajarangi,Action-Fantasy,kn,A tantric terrorizes a village called Ramadurga. A man comes to the village to know the mystery of his birth. He learns that his grandfather was killed trying to save the village from the tantrik and he defeats him.,0.954,,11-12-2013,0,0,174,Released,Jai Bajarangi...,5,3,Shivaraj Kumar-Aindrita Ray-Bullet Prakash-Sadhu Kokila-Tabla Nani-Girija Lokesh-Honnavalli Krishna-Shivaram-Biradar-Umesh-Saurav Lokesh-Rukmini Vijayakumar,,/pic71T1zbY2TP3MuineJNZcusKK.jpg,/6lv4AdutWAZnV6FbfRJfLUOM4tN.jpg,
634514,Vajra Kavachadhara Govinda,Action,te,Govind (Sapthagiri) is a petty thief who seems to be down on luck and beaten down by life. What happens when he finds the opportunity to help someone find treasure?,0.953,,14-06-2019,423210,0,140,Released,,5,2,Vaibhavi Joshi-Saptagiri-Archana,,/sHWE9Yp4qP33VmeBLSuc3FGFtF2.jpg,/n8xuqeF7EZdvlwOjulxDSplp8KM.jpg,
679659,Salaga,Crime-Action,kn,Vijaykumar alias Salaga is unknowingly pulled into the realm of the underworld. Samrat an honest and upright cop sees through him and decides to bring about justice.,0.952,,14-10-2021,0,0,124,Released,,0,0,Duniya Vijay-Dhananjay-Sanjana Anand-Achyuth Kumar-Rangayana Raghu,,/c9wX2wGrmMigiNlSw2624jtB3pN.jpg,/wP6iDRKnnweTzJYAX2GjZ01Siq5.jpg,
764667,Dhira,Animation,te,When South India was under foreign treachery in the 14th century Vidhyaranya Swami along with his disciples Hari Hara and Bukka Raya saved the country. They established a new kingdom called Vijayanagara hid the war loot in Kishkindha mountain and protected it by dividing the secret in two. Swamy then extracts a vow from forest tribe leader and Vijayanagara Minister to guard this secret.,0.95,,14-11-2020,0,0,117,Released,,9,1,Vijay Sethupathi-Vivek Oberoi-Pratik Gandhi-Jeet-Bellamkonda Srinivas-Dhruva Sarja-Swapnil Joshi-Yuvraj Hans-Askar Ali-Sabyasachi Mishra,,/c7bPIrinxzKx9VAspyDG3K6PaBb.jpg,/5rv9Vj2Wckeikn9YB9xQtPp1qtN.jpg,
471331,Paisa Vasool,Horror-Action-Comedy,te,A self-proclaimed criminal Theda Singh who’s just been released from Tihar Jail is recruited by India’s premier intelligence agency RAW (Research and Analysis Wing) to infiltrate the gang of mafia don Bob Marley  and ultimately eliminate him.,0.949,Bhavya Creations,01-09-2017,0,0,142,Released,,5.8,3,Nandamuri Balakrishna-Shriya Saran-Vikramjeet Virk-Kyra Dutt-Ali Basha-Musskan Sethi-Kabir Bedi-Prudhviraj-Pavitra Lokesh-Temper Vamsi-Dhritiman Chatterjee,,/kmqbfZnMvW1h9dCrYDSUkmBLODQ.jpg,/c8KNppQGJb24QXxcIRrMZm7c7iR.jpg,
402099,Okka Ammayi Thappa,Action-Drama-Romance,te,In an attempt to free their jailed terrorist boss Aslam a group of terrorists plants a bomb on a flyover in Hyderabad. Their idea is to cause a traffic jam on the flyover and blackmail the government into releasing Aslam.  Krishna is an average young man who goes out to withdraw money from an ATM.  Unfortunately he along with Nithya Menen and many others get caught in the traffic jam on the same flyover. What happens next? Watch to find out,0.947,Anji Reddy productions,10-06-2016,0,0,135,Released,,3,1,Sundeep Kishan-Nithya Menen-Ravi Kishan-Rahul Dev-Ali Basha-Ajay-Prudhviraj-Tanikella Bharani-Saptagiri-Thagubothu Ramesh-Nalini-Brahmaji-Meesam Suresh,terrorist bombing-flyover bomb,/7gPeSYVReHQ6aKHHlskoEQbzC7a.jpg,/dmO5p2ZXL7hBPePSSdDtIL1UJXR.jpg,
580371,Hotel Milan,Drama,hi,Two friends start a hotel called Milan a convenient destination for lovers to meet but things don't turn as planned as they are attacked by the anti-Romeo squad and political hooligans.,0.947,,16-11-2018,0,0,130,Released,,2,1,Kunaal Roy Kapur-Karishma Sharma-Zeishan Quadri-Jaideep Ahlawat-Rajesh Sharma-Zakir Hussain-Malvi Malhotra,,/m4yKwsEkhUDuGmeyxlZu7ZCeqJI.jpg,/11JS774HHvyD37ho9HHTr6V2RtV.jpg,
873461,Kanabadutaledu,Thriller-Crime,te,A police officer is looking to solve the mystery of an unidentified body. A couple who’re unhappy in their marriage go looking for answers in their past. A detective has the answers they all need.,0.947,,19-08-2021,0,0,112,Released,,0,0,Sunil Varma-Yug Ram-Vaishali Raj-Ravi Varma-Praveen-Himaja-Kishore Kumar Polimera-Kireeti Damaraju-Kancharapalem Raju,,/z8woxd6ZMTZMNcKZKFUjfphVfmB.jpg,/bQKGP4tutnpoYetE8AFmAcqZNVC.jpg,
795104,Rang De,Comedy-Romance,te,Arjun detests Anu because she has always stolen his thunder ever since she step foot in their colony years ago. Will he ever find it in his heart to love her like she loves him?,0.947,Sithara Entertainments,26-03-2021,0,0,130,Released,Gimme Some Love,6.4,13,Nithiin-Keerthy Suresh-Naresh-Kausalya-Rohini-Brahmaji-Vennela Kishore-Vineeth Radhakrishnan-Satyam Rajesh-Abhinav Gomatam-Suhas-Gayathri Raguram,,/q1USrpUYiRkAj8ArEG5jUUXCCEo.jpg,/zKTrqpxGUfEYHWlCEOKhKyMRyzd.jpg,
783442,Dombivli Return,Drama-Thriller,hi,Anant Velankar is an honest government officer working in Mantralaya who has never taken bribe.He has a respectful life with is family wife Ujwala and daughter Antra.He commutes daily for work from Dombivali to CST a route more then a hour and admires his boss Dadasaheb but suddenly comes across a photograph of him killing someone which is the only proof the murder.Now the ball is in Anant's court how to deal with the situation weather to revel the truth in front of everyone or blackmail Dadasaheb.,0.945,,22-02-2019,0,0,129,Released,,6,3,Sandeep Kulkarni-Rajeshwari Sachdev-Amol Parashar,,/iowMD8PiqWSdfJNpDof9PBhnfIq.jpg,/d1ZhS3VH1XPLPdZSiYRA9zbhCM0.jpg,
892664,Back Door,Thriller-Drama,te,Anjali meets Arun at a marriage and there is instant attraction between them. Will she choose to be a loyal wife or satisfy her desires by crossing the confines of the marriage?,0.944,,18-12-2021,0,0,0,Released,,0,0,Poorna-Teja Tripurana,extramarital affair,/wcZ5gphJLN0H2Va85ouS4xYbs0m.jpg,/edQRA97HrmoXKLUM76JfACuYIss.jpg,
666352,Navelru... Half Boiled,Drama,kn,Ranga Krishna Sidda and Manja four unambitious and exuberant bachelors embark on a road trip but discover an unexpected treasure that changes their fortune but it costs them a hefty price.,0.944,Anugraha Cinemas,06-12-2019,0,0,119,Released,,0,0,Devadas Kapikad-Sunil Kumar-Tabla Nani-Matangi Prasanna,,/l5pruOz8sBnZErqzS5j8bl81nR7.jpg,/35zwLRtxjHDWOLFLGH3C0y8LDcI.jpg,
929439,Marriage Story,Drama-Romance,te,An upcoming actress and her love interest stroll around the deserted streets of Hyderabad during Sankranti - the festival of harvest and kite-flying.,0.944,,04-04-2022,0,0,35,Released,,0,0,Anvesh Michael-Sai Prasanna-Laxman Meesala-Divya Bandaru,,/3xSbRrcq5hviTJFy4d7LjyRVuvv.jpg,,
465954,Night,Drama-Romance,hi,Shab is a story that revolves around multiple characters' search for happiness and love in a complex unforgiving and cold city.,0.944,,14-07-2017,0,0,109,Released,,7.5,2,Ashish Bisht-Raveena Tandon-Arpita Pal-Sanjay Suri-Simon Frenay-Gaurav Nanda,,/wtVBLhuDQcHsDGAkkf8rD81H91M.jpg,/84GczVd1vtgLbrFbB03iKXLmeqg.jpg,
502703,Gayatri,Family-Action-Thriller,te,Dasari Sivaji is a stage artiste on the lookout for his long-lost daughter Gayatri . What happened that broke his family apart? Will he ever reunite with his daughter is what 'Gayatri' is all about.,0.943,Sree Lakshmi Creations,09-02-2018,0,0,125,Released,,0,0,Mohan Babu-Vishnu Manchu-Shriya Saran-Nikhila Vimal-Anasuya Bharadwaj-Brahmanandam-Tanikella Bharani-Prudhviraj-Posani Krishna Murali-Ali Basha-Nagineedu Vellanki-Supreet-Satyam Rajesh-Raja Ravindra-Fish Venkat-Jeeva-Raghu Babu-Giri Babu-Geetha Singh-Chammak Chandra-Kota Srinivasa Rao,investigation,/jJonfDUWhvyJE1qTylNUUvrpJXF.jpg,/1DZ3n1IRFOFCXgmk7hMKqlqGitl.jpg,
571273,Ishqeria,Comedy-Romance,hi,Ishqeria is a story of a small town girl who falls madly in love with the most sought after guy in college. It is a journey of first love growing up and second chances.,0.943,,21-09-2018,0,0,118,Released,,5.3,3,Neil Nitin Mukesh-Richa Chadha-Gurbani Judge-Manish Anand-Juby Devasia,ishqeria,/iNnhAjWziAm0JwYJQWjpA50Rl7E.jpg,/cfNePiLQgIv8iIoSL2xp0EJSVqi.jpg,
960682,Asli Cricket,,hi,Chintu (28) lives in a village in Gujarat as a construction worker. His owner earns insufficient income to support him. Chintu and his family fast a lot when they have no money left. Chintu has a blind adopted son Kush. Vivek Joshi the captain of the Indian cricket team attends the opening ceremony of the tournament in the same village. Vivek Joshi asked the invitees to keep his presence as private as possible to protect his reputation.,0.943,,31-12-2021,0,0,0,Released,,0,0,Karan Vaghela-Pratik Sharma-Alok Thakur,,/ra3XEhoG1f4N9ZtsVx9uOKPxQ30.jpg,,
260439,Bangaru Kodipetta,Crime-Comedy-Thriller,te,Bhanumathi (Swathi) works in the sales department of an energy drinks company. She is in need of money and her lecherous boss (Harshavardhan) tries to take advantage of her position. Fed up with everything Bhanumathi conspires with Vamsi (Navdeep) who works as a sound technician cum electrician in the mall and plans the robbery of a truck containing some gold coins belonging to her company. As their plan unfolds their fate becomes unexpectedly connected to the lives of a pizza delivery boy as well as a rich landlord from Bhimavaram. Can Bhanumathi and Vamsi pull off the heist? That is the story of ‘Bangaru Kodipetta’,0.941,,07-03-2014,0,0,179,Released,,3.5,2,Navdeep-Swathi Reddy-Harshavardhan-Kota Shankar Rao,,,,
893487,Guduputani,Comedy-Action,te,Upon eloping and seeking refuge in a secluded temple in the forest Giri and Siri get trapped inside. Their troubles worsen when a group of armed thieves break in to steal the Goddess' gold.,0.94,SRR Productions,17-09-2021,0,0,112,Released,,0,0,Saptagiri-Neha Solanki-Raghu Kunche-Ananth Babu-Raghu Karumanchi,,/unQLDBa61HXYUWNkvBXuFzlyhuf.jpg,/kfkRLww2ISWd8Gnn3FYO39AH0Dm.jpg,
53804,No Problem,Comedy,hi,Two friends who are crooks rob a bank and the bank manager is accused of being an accomplice. The manager sets out to prove his innocence and bust the duo.,0.94,Anil Kapoor Film Company-Eros International,10-12-2010,0,0,143,Released,Some Crimes Are Just Funny!,4.5,12,Sanjay Dutt-Sushmita Sen-Suniel Shetty-Anil Kapoor-Akshaye Khanna-Kangana Ranaut-Paresh Rawal-Shakti Kapoor-Kiku Sharda-Suresh Menon-Neetu Chandra-Ranjeet-Saloni Daini-Vishwajeet Pradhan-Mukesh Tiwari-Jeetu Verma-Vijay Raaz,,/tkTuqXDzTDd1OhYZ7EKsvdt7OVK.jpg,/wDj0DMccx425hGt5b6wGHpSgWBy.jpg,
724826,302,Crime-Romance-Thriller,te,A reservation call is made by a prostitute for a particular room number 302 where she lures her clients and attacks them.,0.94,,12-03-2020,0,0,124,Released,,0,0,Bhavika Desai-Vennela Kishore-Thagubothu Ramesh-Ravi Varma-Jabardasth Rakesh-Venu Tillu,,/lkvXOc6iSjFcXLmywfMLQnksgZ2.jpg,,
877875,Cinemaa Zindabad,Drama,hi,Cinemaa Zindabad is a 2021 Indian Hindi Film based on the Real Life story of the artist. This film is directed by Ajay Kailash Yadav written by Ajay Kailash Yadav - Rajesh Chaurasiaand Produced By Ajay Kailash Yadav.,0.94,Ajay Yadav Films,26-12-2021,0,0,125,Released,,0,0,Rajpal Yadav-Mukesh Bhatt-Ranjeet-Maushmi Udeshi-Amrita Dhanoa-Wiam Dahmani-Pinel Babu-Hemin Patel-Swapnil Jharbade-Pankaj Beri,,/3PIvh3Zd0p0s1ap92V0BXY8vGsc.jpg,/4x2COoFuMpRzTN3Pe6BwJ971Zto.jpg,
452334,Mirza Juuliet,Drama,hi,The world is full of fascination and obsessions. Different people have different desires and goals in life. For some its power for some its money for some its someone and for some its plain crazy love.The real question is that to what level can one rise or fall for his/her dream or aspirations. Mirza Juuliet is the story of such strong emotions like love hatred lust trust friendship deceit manipulation and above all a mixed confusion of all these emotions.,0.939,,07-04-2017,0,0,130,Released,,5,3,Darshan Kumaar-Pia Bajpiee-Priyanshu Chatterjee,,/clbObnVTVZnaji1EZHG6Yep3lxr.jpg,/qtTJEfxRO4An048IROMeN3YW2sS.jpg,
721109,Bhanumathi Ramakrishna,Comedy-Drama-Romance,te,Ramakrishna migrates to Hyderabad from Tenali in search of greener pastures and meets Bhanumathi - a no-nonsense urban woman. Seeking out love in your thirties post-breakup stress and the cultural difference between urban and rural India make up the story.,0.939,,03-07-2020,0,0,93,Released,,6.3,7,Naveen Chandra-Raja Chembolu-Salony Luthra-Viva Harsha-Shalini Vadnikatti,,/Ag5XeTmbu9goww5gBYPNFRNYYW1.jpg,/jppziGS8fz8Syd10aPtUHfpqvJ7.jpg,718745
677071,Degree College,Drama-Romance-Thriller,te,A romantic thriller film directed by Narasimha Nandi starring Varun and Divya Rao in the lead roles.,0.939,,07-02-2020,0,0,150,Released,,0,0,Divya Rao-Varun Kamal-Duvvasi Mohan-Jaya Vani-R.K. (Mama)-Srinivas Madan,,/q7ld3W0rb5SaR3f91PcPDDrS5VD.jpg,,
692584,Tony,Thriller,hi,Four psychology students plant a camera in a church's confession box and come across a serial killer confessing to murder to the priest. Life takes a bizarre turn when they meet TONY the serial killer and go on a murdering spree with him.,0.938,,29-11-2019,0,0,124,Released,,7.5,2,Yashodhan Rana-Akshay Verma-Manoj Chandila-Mahesh Jilowa-Dhruv Souran,,/vhRXtrihiWmcvoiC1ad3DXVgiIx.jpg,/zhW7IpM86PJgtePvJWvKru4oKlr.jpg,
517652,The Fish Curry,Animation-Drama,hi,Lalit 28 decides to come-out to someone who is really special and close to him. In order reveal his sexuality and seek acceptance he cooks a special dish a Bengali style fish curry Maacher Jhol (माछेर झोल). He prepares this dish by listening to a famous radio cooking show.  Will the fish curry turn out to be delicious? Delicious enough to appeal to the heart of someone special?,0.938,TheMatchbox.Co,31-01-2017,0,0,12,Released,,4.7,3,Suraj Ghosh-Abhishek Verma-Ajay Singhal-Deepa Kumar-Amar Chaudhary-Rajesh Pawar,fish-coming out-gay interest-food-indian food-lgbt-short film-gay,/sq2navIFxDRMl016E3YaAE0LM06.jpg,/TzvVmuj7fNuWDHYiSFAeC6zyKd.jpg,
420488,Idolle Ramayana,Thriller-Drama,kn,Bhujanga a Gulf-returned tyrant and theatre enthusiast is a known man in his town. His family life isn't the most cordial given his temperament. He's forced to spend a night and a day locked in an empty shop with a sex worker. What happens then...,0.938,,07-10-2016,0,0,111,Released,,6.5,2,Prakash Raj-Priyamani-Teju Belawadi-Sudha Belawadi-Bhargavi Narayan-Aravind Kuplikar-Achyuth Kumar-Rangayana Raghu,,,,
674533,Damayanthi,Drama,kn,A young man struggles to pay off his father's debts and decides to visit his family's abandoned bungalow. However he soon realises that it is haunted by a vengeful ghost.,0.937,Sri Lakshmi Vrushadhri Productions,29-11-2019,0,0,161,Released,,0,0,Radhika Kumaraswamy-Saurav Lokesh-Sharan Ulthi-Sadhu Kokila-Tabla Nani-Guruappa Krishna Reddy,,/8gQUNzEiS86we8xBfVRRRZFPBZj.jpg,/jSnrwlkOc5zXFLtJw2398u8Rhsl.jpg,
496999,Haseena,Comedy,hi,Three boys become the soft targets of a beautiful girl named Haseena when they go to Goa. She follows them till their way back to Mumbai and approaches them as a sales girl. The boys mesmerized by her beauty invites her to a house party. Everything goes well for the boys until she loots the home and leaves in search of another target.,0.937,Harsh Dream Ventures-Khushi Films,08-01-2018,0,0,158,Released,,4.7,3,Mohit Arora-Inayat Sharma-Arpit Soni-Ankur Verma,,/zbAXFebqiNHiuHrQucd49YGzA9X.jpg,/73X9P3hRRGO6wk1lQJyMoGlJLqA.jpg,
379163,Ricky,Thriller-Romance,kn,City-bred wildlife conservationist Ricky falls in love with a simple village girl Radha. Their love story takes an unexpected turn when Ricky leaves on an outdoor assignment. Set against a naxal backdrop it is a story that will have you experience many edge of the seat moments.,0.937,,22-01-2016,0,0,137,Released,,4.7,3,Rakshit Shetty-Hariprriya-Achyuth Kumar-Ravi Kale-Pramod Shetty-Sadhu Kokila-Dinesh Mangaluru-Rishab Shetty-Veena Sundar,,,,
685779,Beach Road Chetan,Action-Drama-Science Fiction,te,When a happy-go-lucky kind of a guy chances upon a mysterious iPhone his life turns topsy-turvy to unexpected consequences.,0.937,Chetan Maddineni Productions,22-11-2019,0,0,137,Released,,0,0,Chetan Maddineni-Teja Reddy-Aisha Shahin-Chakkravarty Devulapalli-Gowtham Yadav-Harish Tekkali-Razia Abdul-Sai Sekhar Ketha-Sandeep Sandilya-Shyam Karimireddy-Suja Ansari-Tarun Kalapala-Veeresh Babu,,/5Dmpz9TS9hO1re3og1q882QIPrp.jpg,/habIU6lDNFpynVeLuQBiOfYRINa.jpg,
312056,I Love NY,Romance-Comedy,hi,Two strangers meet in Manhattan on New Year's Eve and both of their lives are forever transformed in this romantic Bollywood drama. Even as they try to preserve their current relationships neither can resist falling head over heels for the other.,0.936,T-Series,10-07-2015,0,0,127,Released,,5,9,Kangana Ranaut-Sunny Deol-Prem Chopra-Kubbra Sait-Reema Lagoo-Manoj Joshi-Russell Geoffrey Banks-Tannishtha Chatterjee,,/tIqav4xlbDh55dmxNFPRx5rVQLX.jpg,,
540012,Rudra Tandava,Action-Drama-Romance,kn,Rudra Tandava follows a timid young man who has a loving family. When his brother a government official is murdered the protagonist and his father plans to take revenge in their own separate ways.,0.936,G Cinemas (IN),27-02-2015,0,0,153,Released,,4,3,Chiranjeevi Sarja-Radhika Kumaraswamy-Kumar Govind-Girish Karnad-P. Ravi Shankar-Shruthi-Chikkanna,,/cfolFtWDJzQUH2QGVpkVaSYmw8n.jpg,,
360868,Bus Stop,Romance,te,,0.935,Sri Lakshmi Narasimha Productions,11-11-2012,300000,0,150,Released,,0,0,Prince Cecil-Sri Divya-Rao Ramesh-Sai Kumar Pampana-Khanna-Anandhi-Gopal Sai-Bus Stop Koteshwara Rao,,/zlsssUzXE4q3smukvRG8ogxoO8Y.jpg,,
726036,Madhura Wines,Drama-Romance,te,Ajay is an alcoholic struggling to get over the break-up with his girlfriend in college Madhura. He then meets Kiseema who falls for him after knowing his past. Meanwhile  Anand who owns Madhura Wines too is devastated that Ajay is ruining his life with his drinking problem. What happens to the brewing relationship between Ajay and Anjali now?,0.935,S Originals,22-10-2021,0,0,123,Released,,0,0,Sunny Naveen-Seema Chowdary-Sammohit Tumuluri-Leela Venkatesh-Allu Ramesh,,/4lRq6sYy80c9wBF4jeY60Q5WzdH.jpg,/tuAIgHUdyhmqCqRfLhI71qO6xh1.jpg,
775520,Sayonee,Action-Romance,hi,A middle class young boy named Zaheer falls in love with sayonee. When sayonee gets kidnapped by some sex addicts. Zaheer goes on rage to save sayonee from them and marry her.,0.935,Lucky Nadiadwala Morani Productions-D & T Productions P Ltd.,18-12-2020,0,0,0,Released,,0,0,Tanmay Ssingh-Rahul Roy-Musskan Sethi-Yograj Singh-Upasna Singh,,,/58p31USyFr62WlmMIG5HkzU91yR.jpg,
273166,O Teri,Drama-Comedy,hi,Prantabh and Anand associated with a news channel in Delhi are in search of a big scam to prove a point to their senior. A dead body accidentally lands up in their car.,0.935,Reel Life Productions,28-03-2014,0,0,107,Released,,2.3,3,Pulkit Samrat-Bilal Amrohi-Sarah-Jane Dias-Sara Loren-Anupam Kher-Mandira Bedi-Vijay Raaz-Salman Khan-Iulia Vantur,,/8yDmeoOKcWtp0TU9n66hAfVAqy3.jpg,/qSeMx4F9dqinXuNqlg1QNBMuKzy.jpg,
154937,Kismat Love Paisa Dilli,Crime-Adventure-Comedy,hi,A Delhi university guy is after a girl he likes in a fashion show. In process he comes across a sting operation tape of a politician buying ministers for his government. Guy who use to talk big against 'corruption' comes in lure of money like any layman does on opportunity.,0.935,Invincible Entertainment,05-10-2012,0,0,129,Released,,6,4,Vivek Oberoi-Mallika Sherawat-Neha Dhupia-Anshuman Jha-Ashutosh Rana-Rubina-Tahir Raj Bhasin-Naveen Kaushik,,/eIS4r5qxObYgO44ShFSw94cFEAU.jpg,,
660671,Software Sudheer,Comedy-Drama-Romance,te,Chandu and Swathi are Software engineers. Chandu is an average guy who never misses an opportunity to impress Swathi. Once Swathi recognizes Chandu's honesty and innocence the affair begins. Suddenly they find themselves stuck in a major problem. Can Chandu save Swathi?,0.935,,28-12-2019,0,0,118,Released,,6,1,Dhanya Balakrishna-Prudhviraj-Sudigali Sudheer-Naramalli Sivaprasad-Posani Krishna Murali-Ravi Kale-Sanjay Swaroop-Sayaji Shinde-Tanu Roy-Thagubothu Ramesh-Vidyullekha Raman,,/i0XNF33mnWAdHgJSlqqNl6SwEaT.jpg,/p9LXWhGrztYDng9XwrlQ8Ofll3g.jpg,
