id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
872906,Jawan,Action-Adventure-Thriller,hi,An emotional journey of a prison warden driven by a personal vendetta while keeping up to a promise made years ago recruits inmates to commit outrageous crimes that shed light on corruption and injustice in an attempt to get even with his past  and that leads him to an unexpected reunion.,143.524,Red Chillies Entertainment,07-09-2023,36150000,136698671,169,Released,,7.4,152,Shah Rukh Khan-Nayanthara-Vijay Sethupathi-Priyamani-Sanya Malhotra-Girija Oak-Lehar Khan-Sanjeeta Bhattacharya-Aaliyah Qureishi-Sunil Grover-Ridhi Dogra-Deepika Padukone-Mukesh Chhabra-Yogi Babu-Eijaz Khan-Ashlesha Thakur-Kenny Basumatary-Bharat Raj-Naresh Gosain-Ravindra Vijay-Omkar Das Manikpuri-Boxer Dheena-Smita Tambe-Sukhi Garewal-Sangay Tsheltrim-Seeza Saroj-Abiral Limboo-Utsav Narula-Priyansh Vatiani-Abhishek Deswal-Ashwin Goshal-Viraj Ghelani-Jaffer Sadiq-Vivek Raghuvanshi-Sharad Vyas-Direndo Loitangbam-Sirisha Hanumanth-Leesha Eclairs-Sanjay Dutt-Atlee,revenge-vigilantism-political,/qh2lLZ5HtLYPxxuS7ccxMhwgEn6.jpg,/28er4p7B5zMSxUDQKPF1hBsgnys.jpg,885331-888710-937020-734253-950071-565770-1045385-856289-599925-188342-174351-135718-922087-1029827-117691-4251-52645-80156-33142-16987-498448
579974,RRR,Action-Drama,te,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,110.946,DVV Entertainment-Pen Studios-Lyca Productions,24-03-2022,69000000,160000000,186,Released,"Rise, Roar, Revolt.",7.845,956,N. T. Rama Rao Jr.-Ram Charan-Ajay Devgn-Alia Bhatt-Shriya Saran-Samuthirakani-Ray Stevenson-Alison Doody-Olivia Morris-Edward Sonnenblick-Makrand Deshpande-Chatrapathi Sekhar-Rajiv Kanakala-Rahul Ramakrishna-Ahmareen Anjum-Twinkle Sharma-Varun Buddhadev-Spandan Chaturvedi-R. Bhakti Klein-Mark Bennington-Gaurav Pareek-Alexx O'Nell-S. S. Rajamouli-Kirron Arya-Akash Boro-Eduard Buhac-Narendra Singh Dhami-Oleg Karpenko-Ivan Kostadinov-Jason Yeboa-Andrew Lyon,revolution-liberation-slavery-male friendship-freedom fighter-british empire-rescue-interracial romance-historical fiction-period drama-historical-1920s-history of india-killed in action-war,/nEufeZlyAOLqO2brrs0yeF1lgXO.jpg,/77GGKq6Ixq6ZiqBM6XcPZgQmiN2.jpg,985939-760741-84773-781099-2316-1067209-997120-1114114-629176-547804-641304-553594-949687-605330-126610-921662-479052-951368-724106-695556
770906,Salaar: Part 1 – Ceasefire,Action-Crime-Thriller,te,In the city of Khansaar Raja Mannar plans to make his son Vardharaja Mannar his successor but Raja Mannar's ministers and advisors plan a coup d'état by hiring armies from Russia and Serbia to attack and kill Vardha and Raja. Vardha along with his brother and a few trusted men manage to escape from Khansaar. Vardha goes to his childhood best friend Deva who learns about his predicament and sets out to make him the undisputed successor of Khansaar.,62.173,Hombale Films,21-12-2023,50000000,0,175,Released,,7,2,Prabhas-Prithviraj Sukumaran-Shruti Haasan-Jagapati Babu-Tinnu Anand-Easwari Rao-Sriya Reddy-Ramachandra Raju-Bobby Simha-John Vijay-Madhu Guruswamy-Saptagiri-Jhansi-Brahmaji-Naga Mahesh-Gemini Suresh-Mime Gopi-Prudhviraj-Nabin Luhagun-Simrat Kaur,,/vzzeYSh6QYyN9CcY0EmdZJvXH4l.jpg,/hOx2kPyniEHJj9wquzJMuStFFUG.jpg,
592508,Sooryavanshi,Action-Crime-Thriller,hi,A fearless faithful albeit slightly forgetful Mumbai cop Veer Sooryavanshi the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.,43.789,Reliance Entertainment-Dharma Productions-Rohit Shetty Productionz,05-11-2021,13000000,37700000,145,Released,Police is coming.,5.8,131,Akshay Kumar-Katrina Kaif-Ajay Devgn-Ranveer Singh-Jackie Shroff-Javed Jaffrey-Kumud Mishra-Abhimanyu Singh-Nikitin Dheer-Gulshan Grover-Vivan Bhatena-Sikandar Kher-Rajendra Gupta-Amritpal Singh-Asif Basra-Uday Tikekar-Jayant Sawarkar-Pradeep Kabra-Micky Makhija-Siddharth Jadhav-Ashish Warang-Mrunal Jain-Anuradha Chandan-Sukanya Dhanda-Kishor Mahabole-Shruti Ulfat-Shaji Choudhary-Sofiya Khan-Krishna Kotian-Meenal Sahu-Anil Charanjeett-Niharica Raizada,police-sequel-police officer-cop universe,/8p3mhjyLjHKtaAv8tFKfvEBtir0.jpg,/7w06baRS9VPm5RYz8lawTCLiR4j.jpg,362045-297222-664332-283589-534780-589761-512195-482373-566525-580489-624860-646380-524434-425909-550988-370172-568124-616037-634649-1930-453395
783461,Looop Lapeta,Action-Comedy-Crime,hi,When her boyfriend loses a mobster's cash Savi races against the clock to save the day — if only she can break out of a curious cycle of dead ends.,43.226,Ellipsis Entertainment-Sony Pictures Films India,04-02-2022,69000000,0,131,Released,,6.3,53,Taapsee Pannu-Tahir Raj Bhasin-Shreya Dhanwanthary-Dibyendu Bhattacharya-Rajendra Chawla-K.C. Shankar-Suresh Triveni-Manik Papneja-Raghav Raj Kakker-Sameer Kevin Roy-Bhupesh Bandekar-Alistar Bennis-Varun Pande-Babajaan Devaraya-Guia Bianchi-Priya Paramita Paul,remake-looop lapeta-saade saati,/onGdT8sYi89drvSJyEJnft97rOq.jpg,/kQM7o3NIkruIZLoQ9E2XzZQ8Ujl.jpg,800510-803114-774825-768744-801071-833425-597208-632727-646385-585083-476669-634649-512195-568124-524434-414906-335787
256040,Bāhubali: The Beginning,Action-Drama,te,The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her discovering his own origins in the process.,42.887,Arka Media Works,10-07-2015,25130430,90747520,158,Released,,7.6,613,Prabhas-Rana Daggubati-Tamannaah Bhatia-Anushka Shetty-Ramya Krishnan-Nassar-Sathyaraj-Sudeep-Adivi Sesh-Tanikella Bharani-Prabhakar-Rohini-Rakesh Varre-Ramakrishna Meka-S. S. Rajamouli-Charandeep-Scarlett Mellish Wilson-Nora Fatehi-Gabriela Bertante-Bharani Shankar-Kalpalatha-John Kokken,kingdom-medieval india-ancient india-bilingual,/9BAjt8nSSms62uOVYn1t3C3dVto.jpg,/xpu8enBAtOHo8KS5eGNONsC6GaS.jpg,350312-85985-148265-205022-454292-82322-1022451-226200-63414-135870-373449-348892-82825-148284-19625-564147-19666-579974-297222-360814-534780
864692,Pathaan,Action-Adventure-Thriller,hi,A soldier caught by enemies and presumed dead comes back to complete his mission accompanied by old companions and foes.,34.982,Yash Raj Films,25-01-2023,63000000,112000000,146,Released,"Buckle your seat belts, a storm is coming",7.9,35,Shah Rukh Khan-Deepika Padukone-John Abraham-Dimple Kapadia-Ashutosh Rana-Salman Khan-Akash Bhatija-Prakash Belawadi-Viraf Patel-Shaji Choudhary-Diganta Hazarika-Rajat Kaul-Prem Jhangiani-Keith Sequeira-Manish Wadhwa-Ashutosh Singh-Grace Girdhar-Amanpreet Hundal-Nikhat Khan-Bashir Lone-Rumi Khan-Ekta Kaul-Aritro Rudraneil Banerjee-Amrita Mishra-Jayna Ruchandani-Karishma Singh-Jeffrey Goldberg-Mustafa Aksari-Rakesh Khatri-Mansi Taxak-Guneet Sharma-Jairoop Jeevan-Ankita Mandlik-Aishwarya Shetty-Nishi Yadav-Artur Dorogovenko-Renata Puppin-Christopher James Collins-Ruslan Raisovich Mustafin-Rachel Mullins-Andrei Blitznetsov-Nikolay Novomlinsky-Jerry Ezeh-Serafima Zhukova-Alexander Stepikov-Dmitri Ivanov-Stanislav Iurovskikh-Jyantino Albuquerque-Prashant Makwana-Neil Pednekar-Sergey Andreevich Hramov-Emmanuel Chinwuba-Mirko Quaini,spy-fake death-spy thriller-spy universe-yrf spy universe,/arf00BkwvXo0CFKbaD9OpqdE4Nu.jpg,/n5eOJxRTtAz2zmdvtpONLnt0U0q.jpg,925943-758769-707610-646389-804095-816904-947938-862618-234249-876845-881098-892068-985932-360920-976121-1080806-882826-788348-778946-934419-975714
350312,Bāhubali 2: The Conclusion,Action-Adventure-Fantasy,te,When Mahendra the son of Bāhubali learns about his heritage he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.,34.695,Arka Media Works,27-04-2017,31000000,275947313,168,Released,,7.4,579,Prabhas-Rana Daggubati-Sathyaraj-Anushka Shetty-Nassar-Ramya Krishnan-Subbaraju-Tamannaah Bhatia-Prudhviraj-Rohini-Ashrita Vemuganti-Tanikella Bharani-Bharani Shankar-Kalpalatha,kingdom-bilingual,/21sC2assImQIYCEDA84Qh9d1RsK.jpg,/yCRYYGldFGVa4cmZVpTVCRQMfjA.jpg,256040-85985-148265-564147-205022-82322-454292-1022451-20294-765019-456570-579974-135718-226200-63414-63376-628241-587412-373449-611356-658412
945482,Butterfly,Mystery-Thriller,te,Vyjayanthi and Geetha are sisters who grew up on their own after the demise of their parents. On a fateful day when Vyjayanthi a popular lawyer is out of town her two children get kidnapped; Geetha who is supposed to protect them takes up the job of rescuing these kids upon herself.,34.014,Gen’nexT Movies,29-12-2022,0,0,136,Released,,7.5,2,Anupama Parameswaran-Bhumika Chawla-Nihal Kodhaty-Rao Ramesh-Praveen-Racha Ravi-Rajitha-Vennela Ramarao-Meghana-Master Devannu-Baby Aadhya,,/ejmnLY3u3LrRGQLiq4fiGVBUx3p.jpg,/njtU61PSOgfBcWMQ4Hu6S8TZug1.jpg,
720557,Tiger 3,Action-Adventure-Thriller,hi,Following the events of Tiger Zinda Hai War and Pathaan Avinash Singh Rathore returns as Tiger but this time the battle is within. He has to choose between his country or family as an old enemy is after his life who claims that his family was killed by Tiger. He holds Tiger captive in Pakistan as the Indian agent's loyalty towards his country faces its biggest test.,32.841,Yash Raj Films,12-11-2023,0,0,156,Released,"This time, it's personal",0,0,Salman Khan-Katrina Kaif-Emraan Hashmi-Revathi-Kumud Mishra-Sartaaj Kakkar-Anant Vidhaat Sharma-Chandrachoor Rai-Ashutosh Rana-Ranvir Shorey-Ridhi Dogra-Shah Rukh Khan-Hrithik Roshan,yrf spy universe,/lQen4Ws4N7CZFug3HYs2XXji1B.jpg,/kUZE0FYRTVAVtA9NL3lD688GJ9X.jpg,
26022,My Name Is Khan,Drama-Romance,hi,Rizwan Khan a Muslim from the Borivali section of Mumbai has Asperger's syndrome. He marries a Hindu single mother Mandira in San Francisco. After 9/11 Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.,31.545,Dharma Productions-Fox Searchlight Pictures-Red Chillies Entertainment-Star Studios-Imagenation Abu Dhabi FZ-Fox International Productions-Mandate International-Star China Media,10-02-2010,12000000,42345360,165,Released,"An Ordinary Man, An Extraordinary Journey ... FOR LOVE.",8.1,1215,Shah Rukh Khan-Kajol-Jimmy Shergill-Sonya Jehan-Arjan Aujla-Zarina Wahab-Adarsh Gourav-Tanay Chheda-Yuvan Makar-Christopher B. Duncan-Katie A. Keane-Dominic Renda-Kenton Duty-Michael William Arnold-Sheetal Menon-Arjun Mathur-Arif Zakaria-Parvin Dabas-Jennifer Echols-Benny Nieves-Sugandha Garg-Navneet Nishan-Vinay Pathak-Mary Gregory-Rod Britt-Nicolas Pajon-Joseph Zinsman-Jonathan Matthew Wilson-Larry Brown-Sumeet Raghvan,autism-mumbai (bombay) india-based on true story-prejudice-religion-disability-asperger's syndrome-asian american,/5Y36lCiNyyV71mjq6LavgiggbhT.jpg,/s7oObbrQrfTvcIwvmcGTUdnMCiw.jpg,14072-10757-4252-11854-16345-20495-8079-131940-14395-8453-4254-132316-4251-611359-33081-45001-19657-17501-35053-11518-14163
37737,Kites,Drama-Action-Romance,hi,A wounded man searches for his sweetheart in the Mexican desert while on the run from the police bounty hunters and others.,30.036,Bollywood Hollywood Production-Reliance Entertainment-Film Kraft,21-05-2010,0,0,123,Released,,7.1,168,Hrithik Roshan-Bárbara Mori-Kabir Bedi-Kangana Ranaut-Nicholas Brown-Steven Michael Quezada-Ivan Brutsche-Luce Rains-Camme Tyla-Anand Tiwari-Dave Colon-Yuri Suri-Clark Sanchez-Madhuri Bhatia-Jamie Haqqani-Ronald Robert Hamilton-Bob Brahamabhatt-Cynthia Lee-Shaun Webb-Patricio Trujillo,dancing-interracial romance-fugitive-tragic event-desert-dance instructor,/2WeDVSJd14JFZx6N1DqUOqB0PjD.jpg,/3hBYQJ2d5P3KzYHAjgB6GO44p6p.jpg,4251-21175-40777-15864-14194-11807-14324-14073-132316-17501-61202-8079-48340-26022-22609-16987-4253-16205-33081-41518-25516
960876,Dunki,Comedy-Drama,hi,Four friends from a sleepy little village in Punjab share a common dream: to go to England. Their problem is that they have neither the visa nor the ticket. A soldier alights from a train one day and their lives change. He gives them a soldier's promise: He will take them to the land of their dreams. What follows is a hilarious and heartwarming tale of a perilous journey through the desert and the sea but most crucially through the hinterlands of their mind.,29.774,Red Chillies Entertainment-Rajkumar Hirani Films-Jio Studios,21-12-2023,12000000,0,161,Released,A soldier's journey to keep a promise,10,1,Shah Rukh Khan-Taapsee Pannu-Vikram Kochhar-Anil Grover-Boman Irani-Vicky Kaushal-Dia Mirza-Dharmendra-Satish Shah-Parikshat Sahni-Sapna Sand-Nabin Luhagun-Jyoti Subhash,,/kPRb1mbVHGop0egQ7153y0lhzGL.jpg,/5R19VzUX3unBGgWAMmCJKLcOsbo.jpg,
794362,G-Zombie,Horror-Fantasy-Comedy,te,Sara is a research student who wants to make an immunity booster to save humanity. Her experiment however turns people into zombies and in comes Dhruva to save the day.,28.907,,05-02-2021,0,0,116,Released,,5,27,Aryan Gowra-Dhivya-Rajsekhar Aningi-Gowtham Avula,zombie,/2suj5y3WMaSC7zg4L9kMnsRiomy.jpg,/zBIwWJUCSFlbFym7XF7TkKO3Tc7.jpg,19585-9298-783-568620-28738-26718-15155-720124-506558-4421-603905-438517-17856-22500-72559-61492-23613-14869
781732,Animal,Action-Drama,hi,A son undergoes a remarkable transformation as the bond with his father begins to fracture and he becomes consumed by a quest for vengeance.,28.599,T-Series-Cine1 Studios-Bhadrakali Pictures,01-12-2023,0,0,201,Released,A father-son bond carved in blood,0,0,Ranbir Kapoor-Anil Kapoor-Bobby Deol-Rashmika Mandanna-Tripti Dimri-Babloo Prithiveeraj-Pradip Raut-Aman Rajput-Anshul Chauhan-Saloni Batra-Suresh Oberoi-Siddhant Karnick-Ahmad Ibn Umar-Prem Chopra-Shakti Kapoor,father son conflict-complex relationship,/hr9rjR3J0xBBKmlJ4n3gHId9ccx.jpg,/13QFKJa7ZPY3VN0L6sxKuNoLHFf.jpg,
719115,The Night Is Young,,hi,On a balmy night in the city three couples - one straight and two queer - brave the odds to grab a few moments with their love. As their worlds collide will luck favour them tonight?,28.535,,24-04-2012,0,0,8,Released,,0,0,,,/w51L0ICRBDkpVA8xyqO2fyT0dy5.jpg,,
714338,Bulbbul,Horror-Fantasy,hi,A child bride grows up to be an enigmatic woman presiding over her household harboring a painful past as supernatural murders of men plague her village.,28.068,Clean Slate Films,24-06-2020,0,0,94,Released,,6.8,91,Tripti Dimri-Rahul Bose-Avinash Tiwary-Parambrata Chatterjee-Paoli Dam-Varun Buddhadev-Ruchi Mahajan-Sameer Deshpande-Veera Kapur Ee,rape-witch-village-patriarchy-revenge-murder-tragedy-misogyny-child marriage-folklore-social issues-supernatural horror,/4XYEqHqvcf6vxFhNyeKZz5xbUfV.jpg,/hwBFGNabkGv2ZIyFUnCTSSmprf7.jpg,587070-741011-411840-15947-400155-823754-10957-438148-514754-435601-49948-11319-38055-8835-10009-227973-11224-424121-515042-10530-136799
794362,G-Zombie,Horror-Fantasy-Comedy,te,Sara is a research student who wants to make an immunity booster to save humanity. Her experiment however turns people into zombies and in comes Dhruva to save the day.,26.717,,05-02-2021,0,0,116,Released,,5,27,Aryan Gowra-Dhivya-Rajsekhar Aningi-Gowtham Avula,zombie,/2suj5y3WMaSC7zg4L9kMnsRiomy.jpg,/zBIwWJUCSFlbFym7XF7TkKO3Tc7.jpg,19585-9298-783-568620-28738-26718-15155-720124-506558-4421-603905-438517-17856-22500-72559-61492-23613-14869
611359,Tu Jhoothi Main Makkaar,Comedy-Romance,hi,Madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent. A story of love where the battle is of wits.,25.662,T-Series-LUV Films,08-03-2023,0,0,164,Released,,7.8,5,Ranbir Kapoor-Shraddha Kapoor-Dimple Kapadia-Boney Kapoor-Anubhav Singh Bassi-Hasleen Kaur-Monica Chaudhary-Inayat Verma-Jatinder Kaur-Ayesha Raza-Rajesh Jais-Kartik Aaryan-Nushrratt Bharuccha-Amber Rana-Rahul Vohra,romantic comedy-romcom,/zHLtNP4KP0GMi6p1ACf2QvVnBvI.jpg,/jdbvoA0m72akGkL4RUbckc87jKG.jpg,
794362,G-Zombie,Horror-Fantasy-Comedy,te,Sara is a research student who wants to make an immunity booster to save humanity. Her experiment however turns people into zombies and in comes Dhruva to save the day.,25.383,,05-02-2021,0,0,116,Released,,5,27,Aryan Gowra-Dhivya-Rajsekhar Aningi-Gowtham Avula,zombie,/2suj5y3WMaSC7zg4L9kMnsRiomy.jpg,/zBIwWJUCSFlbFym7XF7TkKO3Tc7.jpg,19585-9298-783-568620-28738-26718-15155-720124-506558-4421-603905-438517-17856-22500-72559-61492-23613-14869
891354,Panchathantram,Comedy-Drama-Family,te,Veda Vyas Murthy is a retired All India Radio announcer whose daughterwants him not to work any longer. When a publishing house announces a story-narration contest Veda Vyas' interest to tell stories gets kindled. He narrates five different stories with the theme of five senses: Sight Smell Sound Taste and Touch.,25.274,S Originals-Ticket Factory,09-12-2022,0,0,0,Released,,0,0,Rahul Vijay-Shivathmika-Samuthirakani-Swathi Reddy-Brahmanandam-Naresh Agastya-Sri Vidya Maharshi-Divya Sripada-Aadarsh Balakrishna-Vikas Muppala-Satyadev Kancharana-Uttej-Praanya Rao-Divyavani,,/bDBF5eTUhEM0Vu6vUm7e8DdYtGE.jpg,/liyZlZQH1EMfIxJFoNK0XKUnGy.jpg,
767377,Dhamaka,Thriller-Drama-Crime,hi,When a cynical ex-TV news anchor gets an alarming call on his radio show he sees a chance for a career comeback — but it may cost his conscience.,24.41,Lotte Entertainment-RSVP Movies-Ram Madhvani Films-Globalgate Entertainment-Lotte Cultureworks,19-11-2021,0,0,104,Released,"To win something, will you lose everything?",7.1,70,Kartik Aaryan-Amruta Subhash-Mrunal Thakur-Soham Majumdar-Vikas Kumar-Vishwajeet Pradhan-Anuj Gurwara-Priya Tandon-Aeklavya Tomer-Prabhat Singh Bhadauriya-Aishwarya Chaudhary-Ritviq Joshi-Ashish Ranglani,remake,/KowKEuyWziUtnCYicv6zhzTQIv.jpg,/lNnnhBxQESk0WbUXNeh24Dx8XA7.jpg,512195-566525-580489
885331,Gadar 2,Action-Drama-Thriller,hi,During the Indo-Pakistani War of 1971 Tara Singh returns to Pakistan to bring his son Charanjeet back home.,23.152,Zee Studios-Anil Sharma Productions,11-08-2023,13000000,0,168,Released,Courage knows no borders,0,0,Sunny Deol-Ameesha Patel-Utkarsh Sharma-Simrat Kaur-Manish Wadhwa-Gaurav Chopra-Luv Sinha-Mir Sarwar-Rohit Choudhary-Rumi Khan,sequel,/ipoUI3FzVTczg2r8mYxNlE5SsMh.jpg,/2Ew927gT0jyapWNtcQrdxeb6eL.jpg,
884434,Shehzada,Action-Comedy-Drama-Romance,hi,Bantu is hated and neglected by his father Valmiki ever since he was a toddler. Samara his boss is the first person to show him affection and love until he discovers that the Jindals are his biological parents and not Valmiki. Bantu then decides to seek the Jindals' love and protect them from the threats they face.,23.124,T-Series-Brat Films,17-02-2023,0,0,142,Released,,0,0,Kartik Aaryan-Kriti Sanon-Paresh Rawal-Manisha Koirala-Ronit Roy-Sachin Khedekar-Sunny Hinduja-Rajpal Yadav-Ankur Rathee-Ashwin Mushran,remake-adapted from a film,/rcKbsGBZCwDs1sVXNkGHqEVLzQW.jpg,/17ThN5s4ibMFBdDysUBM8SX9lK0.jpg,
926130,Selfiee,Comedy-Drama,hi,Bollywood superstar Vijay Kumar needs to obtain a new driving license from RTO officer Om Prakash Agarwal a diehard fan of Vijay. But a misunderstanding leads to a war of words between the two eventually escalating into a feud which is played out in front of the media and the entire country.,22.796,Dharma Productions-Magic Frames-Prithviraj Productions-Star Studios,24-02-2023,10000000,0,143,Released,,3.5,2,Akshay Kumar-Emraan Hashmi-Nushrratt Bharuccha-Diana Penty-Meghna Malik-Mrunal Thakur-Mahesh Thakur-Mahesh Pillai-Abhimanyu Singh-Kusha Kapila-Adah Sharma,remake-movie star-superstar-adapted from a film,/3qCL8HLse8dupDH3QW6oUaCBbGU.jpg,/kU7o2g9COJErIx132ztmGrp3RWT.jpg,
945337,Sukhee,Comedy-Drama,hi,Sukhpreet ‘Sukhee’ Kalra a 38-year-old Punjabi housewife goes to Delhi to attend her school reunion. Sukhee relives the 17-year-old version of herself whilst going through a plethora of experiences in a span of just seven days coming out rekindled reborn and making the most difficult transition in her life – from being a wife and a mother to being a woman again.,21.182,Abundantia Entertainment-T-Series,22-09-2023,0,0,139,Released,Bedhadak. Besharam. Beparwah.,0,0,Shilpa Shetty Kundra-Amit Sadh-Kusha Kapila-Chaitanya Choudhury-Dilnaz Irani-Pavleen Gujral-Maahi Jain-Vinod Nagpal,high school reunion,/1MHZRVa4TKrVtVe5vZJRs4QIx8H.jpg,/gxErGzVHOUj7HdObGNVzxR1b7aF.jpg,
885184,Dasara,Action-Thriller,te,Dharani is a young ruffian from Veerlapally who steals coal from trains and boozes alcohol with his friends. But when Dharani is blamed for an unexpected incident by Chinna Nambi and his gang he sets out to vanquish them.,20.698,Sri Lakshmi Venkateswara Cinemas,30-03-2023,0,0,156,Released,,0,0,Nani-Keerthy Suresh-Zarina Wahab-Samuthirakani-Sai Kumar-Poorna-Roshan Mathew-Rajendra Prasad-Prakash Raj-Shine Tom Chacko-Dheekshith Shetty,,/uzhNxKy20k3MiGKWLApuegbAcRD.jpg,/hcqY0Er8AhU3UiSAxB5tT6sBiZv.jpg,
848116,Rocky Aur Rani Kii Prem Kahaani,Comedy-Drama-Family-Romance,hi,Gym-freak brat Rocky falls in love with Rani who comes from a well-educated Bengali family. Being from polar opposite worlds the two decide to switch their families to adjust to each other's cultures and backgrounds and to know if their marriage will survive. Rocky and Rani are trapped in a world where they are united by love but divided by families and the ultimate question is will they fit in?,19.742,Dharma Productions-Viacom18 Studios,28-07-2023,0,0,169,Released,The power of family will decide the fate of love,0,0,Ranveer Singh-Alia Bhatt-Shabana Azmi-Dharmendra-Jaya Bachchan-Churni Ganguly-Tota Roy Chowdhury-Aamir Bashir-Kshitee Jog-Anjali Anand-Namit Das-Shraddha Arya-Garima Agarwal-Arjun Bijlani-Manoj Bakshi-Sriti Jha-Jhumma Mitra-Arjit Taneja-Varun Toorkey-Rohan Gurbaxani-Karamveer Choudhary-Guru Saran Tiwari-Ananya Panday-Sara Ali Khan-Janhvi Kapoor,,/vTQIqlxUkOuyf2UKhlM2OUaFGKz.jpg,/tPTQrvvdpWtVq6syJ9yPCNiLqx1.jpg,
719115,The Night Is Young,,hi,On a balmy night in the city three couples - one straight and two queer - brave the odds to grab a few moments with their love. As their worlds collide will luck favour them tonight?,19.679,,24-04-2012,0,0,8,Released,,0,0,,,/w51L0ICRBDkpVA8xyqO2fyT0dy5.jpg,,
915831,"Monica, O My Darling",Crime-Comedy-Drama-Mystery,hi,A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn but nothing — not even death — is what it seems to be.,19.513,Matchbox Shots,11-11-2022,0,0,129,Released,,7.4,23,Rajkummar Rao-Huma Qureshi-Radhika Apte-Akansha Ranjan Kapoor-Sukant Goel-Sikandar Kher-Bagavathi Perumal-Zayn Marie Khan-Shiva Rindani-Faisal Rashid-Vijay Kenkre-Radhika Madan-Abhimanyu Dasani-Shilpa Iyer-Gyanesh Upadhyay,,/xEksr0T34utTkeg0DB1Au4M0jto.jpg,/szov0Tr05mP7rKHlG2VYyWh33wx.jpg,726207-744114-858067-496331-1022256-950284-948276-829280-505642-766475-497582
893653,Tiger Nageswara Rao,History-Action,te,Based on the life of the notorious thief Nageswara Rao who was the most wanted thief of south India& managed to evade the authorities on several occasions in the 1970s earning him the moniker of 'Tiger.',18.777,Abhishek Pictures-Abhishek Agarwal Arts,20-10-2023,0,0,182,Released,Feel the Silence Before the Hunt,0,0,Ravi Teja-Nupur Sanon-Gayatri Bhardwaj-Renu Desai-Anupam Kher-Murali Sharma-Sudev Nair-Hareesh Peradi-Nassar-Jisshu Sengupta-Anukreethy Vas-Adukalam Naren-Stun Siva,period film,/3tiYpneYIvXfbaCE0brOoBjXP7v.jpg,/gQ3XMektoYmUTPWaaHP20Ndr0Uj.jpg,
564147,K.G.F: Chapter 1,Action-Crime-Drama,kn,A period drama set in the 1970s KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.,18.416,Vaaraahi Chalana Chitram-Hombale Films,20-12-2018,0,0,156,Released,From The Streets Of Mumbai...To The Bloody Gold Mines Of Kolar,7.5,152,Yash-Srinidhi Shetty-Achyuth Kumar-Malavika Avinash-Anant Nag-Vasishta N. Simha-Neenasam Ashwath-Archana Jois-Ayyappa P. Sharma-Tamannaah Bhatia-Ashok Sharma-Ramesh Indira-Ramachandra Raju-Vinay Bidappa-B. S. Avinash-Dinesh Mangalore-John Kokken-Sampath Maitreya-B Suresha-Puneeth Rudranag-Maran-Tarak Ponnappa-Roopa Rayappa,gold-undercover-gold mine-one man army-action hero-period film,/ltHlJwvxKv7d0ooCiKSAvfwV9tX.jpg,/4i1ofsSpfTuswHXcgPtXbZrSnoe.jpg,587412-743563-534780-576928-587030-350312-579974-10138-324857-458156-436969-299534-420817-299537-464052-284053-546554-475557-102382-324552-271110
683876,Kabzaa,Action-Drama,kn,Journey of a simple man from a humble flower market to the underworld. Circumstances forces him to take weapon and a simple man ends up becoming the most dreaded man in the underworld.,18.351,,17-03-2023,0,0,174,Released,A New Vision of Underworld,0,0,Upendra-Sudeep-Shriya Saran-Kota Srinivasa Rao-Avinash-Kabir Duhan Singh-Danish Akhtar Saifi-Samuthirakani-Nawab Shah-Pradeep Ram Singh Rawat-Murali Sharma-Pramod Shetty-Taha Shah Badussha-Posani Krishna Murali-Sudha-Dev Gill-Iqbal hossain robin-Manoj Bajpayee-Tanya Hope,gangster-don-british,/bXUp0O4KVsxwZyDiMe8n2QUn9E7.jpg,/j88chRoyvl5PEWWj4TuE4Hqx6Yk.jpg,
444713,Commando 2 -  The Black Money Trail,Action-Thriller,hi,India's most wanted Black Money agent Vicky Chaddha gets arrested in Malaysia and is kept in a safe house by the Malaysian authorities along with his wife. A team of four is being sent to Malaysia to bring them to India. Apart from the growth of inter-personal relationships the mission has quite a few twists and turns on its way. The story follows Karan as he uses his brain and brawn to recover all of the laundered black money.,17.788,Sunshine Pictures-Pen India Limited,02-03-2017,0,0,123,Released,,6,29,Vidyut Jammwal-Adah Sharma-Freddy Daruwala-Suhail Nayyar-Thakur Anoop Singh-Shefali Shah-Esha Gupta-Adil Hussain-Kanan Arunachalam,money laundering-special agent,/9RZfZxIqyom7XVtXlHKnlNezZua.jpg,/fIxSzGmtB18ynrIeApLiZPY34YT.jpg,185640-298250-370076-368006-300668-284053-284054-299536-24428
